Date,Day,Time,TriplePointw,SprtTemperature,ReferenceTemperature,SprtOhms
2025-02-01,Saturday,08:42:00,0.0,0.00526125,0.0018554,1000.02
2025-02-01,Saturday,08:46:00,0.0,0.00078343,0.0043506,1000.0
2025-02-01,Saturday,08:48:00,0.0,-0.000287445,0.00098683,999.999
2025-02-01,Saturday,08:50:00,0.0,-0.00282914,0.0039173,999.989
2025-02-01,Saturday,08:52:00,0.0,0.000264933,-0.0056536,1000.0
2025-02-01,Saturday,08:52:00,0.0,0.000231262,0.0024537,1000.0
2025-02-01,Saturday,08:54:00,0.0,-0.00304516,0.00080326,999.988
2025-02-01,Saturday,08:54:00,0.0,-0.000257764,-0.003738,999.999
2025-02-01,Saturday,08:56:00,0.0,-0.00539566,-0.0012495,999.979
2025-02-01,Saturday,08:58:00,0.0,-0.00123744,0.0024796,999.995
2025-02-01,Saturday,08:58:00,0.0,-0.00204016,0.0007557,999.992
2025-02-01,Saturday,09:02:00,0.0,0.0017419,0.00013755,1000.01
2025-02-01,Saturday,09:04:00,0.0,-0.00113821,-0.00055728,999.996
2025-02-01,Saturday,09:08:00,0.0,0.000918119,0.0052751,1000.0
2025-02-01,Saturday,09:10:00,0.0,0.000938757,0.0014148,1000.0
2025-02-01,Saturday,09:12:00,0.0,0.000521583,-0.0047486,1000.0
2025-02-01,Saturday,09:20:00,0.0,0.00382334,0.0034905,1000.01
2025-02-01,Saturday,09:22:00,0.0,-0.00325524,-0.0031402,999.987
2025-02-01,Saturday,09:22:00,0.0,-0.000867863,-0.0028767,999.997
2025-02-01,Saturday,09:38:00,0.0,0.00416756,-0.00055811,1000.02
2025-02-01,Saturday,09:42:00,0.0,-0.00232663,0.00049035,999.991
2025-02-01,Saturday,09:42:00,0.0,-0.00117567,0.0034209,999.995
2025-02-01,Saturday,09:46:00,0.0,1.37459e-05,0.0040077,1000.0
2025-02-01,Saturday,09:46:00,0.0,0.000341461,-0.0016702,1000.0
2025-02-01,Saturday,09:52:00,0.0,0.00153105,0.0015713,1000.01
2025-02-01,Saturday,09:52:00,0.0,0.00163278,0.0012465,1000.01
2025-02-01,Saturday,09:54:00,0.0,0.000243378,0.0012245,1000.0
2025-02-01,Saturday,09:56:00,0.0,-0.00100927,0.0019175,999.996
2025-02-01,Saturday,09:56:00,0.0,0.000287102,-0.0049748,1000.0
2025-02-01,Saturday,09:58:00,0.0,0.00178623,-0.0082476,1000.01
2025-02-01,Saturday,10:02:00,0.0,-0.00227227,0.0064642,999.991
2025-02-01,Saturday,10:02:00,0.0,-0.00288377,-0.0016666,999.989
2025-02-01,Saturday,10:02:00,0.0,-0.00019264,-0.00037748,999.999
2025-02-01,Saturday,10:04:00,0.0,0.00142317,0.0021747,1000.01
2025-02-01,Saturday,10:06:00,0.0,0.00296427,-0.00016769,1000.01
2025-02-01,Saturday,10:06:00,0.0,-0.000290496,-0.0011434,999.999
2025-02-01,Saturday,10:08:00,0.0,0.00251516,-0.002913,1000.01
2025-02-01,Saturday,10:10:00,0.0,0.00198993,-0.0023873,1000.01
2025-02-01,Saturday,10:10:00,0.0,0.00239296,0.0047237,1000.01
2025-02-01,Saturday,10:12:00,0.0,0.0035702,0.0070146,1000.01
2025-02-01,Saturday,10:14:00,0.0,0.00156843,0.0027719,1000.01
2025-02-01,Saturday,10:18:00,0.0,0.000441831,0.0013639,1000.0
2025-02-01,Saturday,10:22:00,0.0,0.00311266,0.0019695,1000.01
2025-02-01,Saturday,10:26:00,0.0,-0.00342196,0.0011738,999.987
2025-02-01,Saturday,10:32:00,0.0,0.00117195,-0.00056073,1000.0
2025-02-01,Saturday,10:36:00,0.0,-0.00227444,0.0037276,999.991
2025-02-01,Saturday,10:42:00,0.0,0.00104255,-0.0024249,1000.0
2025-02-01,Saturday,10:44:00,0.0,-0.00286749,-0.0037919,999.989
2025-02-01,Saturday,10:50:00,0.0,-0.00118212,0.00030966,999.995
2025-02-01,Saturday,10:54:00,0.0,0.00356543,-0.00255,1000.01
2025-02-01,Saturday,11:04:00,0.0,0.00253368,0.0013553,1000.01
2025-02-01,Saturday,11:08:00,0.0,0.00192861,-0.0004201,1000.01
2025-02-01,Saturday,11:08:00,0.0,0.00407696,0.0007324,1000.02
2025-02-01,Saturday,11:12:00,0.0,-0.0042481,-0.0018207,999.984
2025-02-01,Saturday,11:12:00,0.0,-0.00217665,0.0027743,999.992
2025-02-01,Saturday,11:12:00,0.0,0.000712325,0.0004874,1000.0
2025-02-01,Saturday,11:14:00,0.0,0.0020497,0.0047954,1000.01
2025-02-01,Saturday,11:18:00,0.0,-0.00307426,-0.00058101,999.988
2025-02-01,Saturday,11:20:00,0.0,-0.00203446,0.0011041,999.992
2025-02-01,Saturday,11:20:00,0.0,0.000407816,-0.0024585,1000.0
2025-02-01,Saturday,11:22:00,0.0,0.00490509,-0.00021947,1000.02
2025-02-01,Saturday,11:26:00,0.0,0.00126019,-0.0021833,1000.0
2025-02-01,Saturday,11:28:00,0.0,0.00125598,0.003782,1000.0
2025-02-01,Saturday,11:28:00,0.0,0.000504968,-0.00038497,1000.0
2025-02-01,Saturday,11:32:00,0.0,-0.00163847,0.0028066,999.994
2025-02-01,Saturday,11:34:00,0.0,-0.00069581,0.00039966,999.997
2025-02-01,Saturday,11:36:00,0.0,-0.00367368,-0.0016271,999.986
2025-02-01,Saturday,11:42:00,0.0,0.00165265,0.0026464,1000.01
2025-02-01,Saturday,11:48:00,0.0,-0.00272417,0.0045405,999.99
2025-02-01,Saturday,11:54:00,0.0,-0.000694518,-0.0014048,999.997
2025-02-01,Saturday,12:00:00,0.0,0.0006324,0.00018053,1000.0
2025-02-01,Saturday,12:04:00,0.0,0.00226038,-0.0023539,1000.01
2025-02-01,Saturday,12:04:00,0.0,0.00354395,0.0021225,1000.01
2025-02-01,Saturday,12:08:00,0.0,-0.0022458,-0.0052536,999.991
2025-02-01,Saturday,12:12:00,0.0,0.000255754,0.003925,1000.0
2025-02-01,Saturday,12:12:00,0.0,-0.00172062,2.0951e-05,999.993
2025-02-01,Saturday,12:18:00,0.0,-0.00490053,0.0040706,999.981
2025-02-01,Saturday,12:20:00,0.0,-4.02555e-05,0.0035309,1000.0
2025-02-01,Saturday,12:20:00,0.0,-0.00109235,0.0023029,999.996
2025-02-01,Saturday,12:30:00,0.0,0.00449656,-0.0019523,1000.02
2025-02-01,Saturday,12:40:00,0.0,0.00303847,0.00051636,1000.01
2025-02-01,Saturday,12:42:00,0.0,0.00102403,-0.0021866,1000.0
2025-02-01,Saturday,12:44:00,0.0,-0.00126311,0.0008531,999.995
2025-02-01,Saturday,12:46:00,0.0,-0.000814396,-0.0018731,999.997
2025-02-01,Saturday,12:48:00,0.0,0.0012218,-0.0026912,1000.0
2025-02-01,Saturday,12:50:00,0.0,3.05742e-05,0.0029468,1000.0
2025-02-01,Saturday,12:52:00,0.0,-0.00115668,0.0049534,999.996
2025-02-01,Saturday,12:56:00,0.0,-0.0052253,-0.0043561,999.98
2025-02-01,Saturday,12:56:00,0.0,2.80893e-05,-0.0013889,1000.0
2025-02-01,Saturday,12:56:00,0.0,0.0016069,0.0045267,1000.01
2025-02-01,Saturday,12:58:00,0.0,-0.000789081,-0.0012581,999.997
2025-02-01,Saturday,13:12:00,0.0,0.000639521,-0.0023187,1000.0
2025-02-01,Saturday,13:18:00,0.0,0.00569597,-0.0032342,1000.02
2025-02-01,Saturday,13:20:00,0.0,0.00468812,0.0020665,1000.02
2025-02-01,Saturday,13:26:00,0.0,-0.00285463,0.0015772,999.989
2025-02-01,Saturday,13:32:00,0.0,-0.00175949,-0.0038191,999.993
2025-02-01,Saturday,13:34:00,0.0,0.00109599,-0.0018201,1000.0
2025-02-01,Saturday,13:34:00,0.0,0.00147465,-0.0010976,1000.01
2025-02-01,Saturday,13:42:00,0.0,0.00208197,0.0050685,1000.01
2025-02-01,Saturday,13:44:00,0.0,0.00107151,0.0075654,1000.0
2025-02-01,Saturday,13:44:00,0.0,0.00148697,-0.00061615,1000.01
2025-02-01,Saturday,13:46:00,0.0,0.00112981,-0.0035999,1000.0
2025-02-01,Saturday,13:50:00,0.0,0.00388165,-0.00095272,1000.01
2025-02-01,Saturday,13:54:00,0.0,0.00073804,-0.0018917,1000.0
2025-02-01,Saturday,13:54:00,0.0,-0.000909489,0.0030307,999.996
2025-02-01,Saturday,14:00:00,0.0,0.000882448,0.0011476,1000.0
2025-02-01,Saturday,14:02:00,0.0,0.000147686,0.0026682,1000.0
2025-02-01,Saturday,14:04:00,0.0,0.000365771,-0.003811,1000.0
2025-02-01,Saturday,14:06:00,0.0,0.000466074,-0.0024108,1000.0
2025-02-01,Saturday,14:12:00,0.0,0.00167347,0.0001311,1000.01
2025-02-01,Saturday,14:12:00,0.0,0.00212401,0.0024592,1000.01
2025-02-01,Saturday,14:16:00,0.0,-0.00542321,-0.00026582,999.979
2025-02-01,Saturday,14:20:00,0.0,0.00112492,-0.0026943,1000.0
2025-02-01,Saturday,14:20:00,0.0,-0.000337941,0.0014289,999.999
2025-02-01,Saturday,14:20:00,0.0,0.000684361,-0.0029924,1000.0
2025-02-01,Saturday,14:34:00,0.0,-0.00540191,4.3825e-06,999.979
2025-02-01,Saturday,14:36:00,0.0,-0.000134855,-0.0038622,999.999
2025-02-01,Saturday,14:38:00,0.0,0.00457234,-0.0024194,1000.02
2025-02-01,Saturday,14:40:00,0.0,0.00168126,-0.0038307,1000.01
2025-02-01,Saturday,14:40:00,0.0,0.00248344,-0.0040712,1000.01
2025-02-01,Saturday,14:40:00,0.0,0.0017085,0.0019418,1000.01
2025-02-01,Saturday,14:42:00,0.0,0.00471041,-0.0038653,1000.02
2025-02-01,Saturday,14:54:00,0.0,-0.00197741,-0.0025823,999.992
2025-02-01,Saturday,14:54:00,0.0,0.0012382,0.0017596,1000.0
2025-02-01,Saturday,14:58:00,0.0,-0.00112405,-0.0036768,999.996
2025-02-01,Saturday,14:58:00,0.0,-0.00398906,-0.0056932,999.985
2025-02-01,Saturday,15:02:00,0.0,0.00327308,0.00298,1000.01
2025-02-01,Saturday,15:02:00,0.0,0.000833198,-0.0011118,1000.0
2025-02-01,Saturday,15:02:00,0.0,-0.000356765,0.00095611,999.999
2025-02-01,Saturday,15:10:00,0.0,-0.000109483,-0.0056849,1000.0
2025-02-01,Saturday,15:12:00,0.0,-0.00133698,0.0055741,999.995
2025-02-01,Saturday,15:14:00,0.0,-0.000779827,0.004586,999.997
2025-02-01,Saturday,15:16:00,0.0,-0.00487015,0.007223,999.981
2025-02-01,Saturday,15:26:00,0.0,-0.00167429,0.0026706,999.994
2025-02-01,Saturday,15:28:00,0.0,0.00163966,-0.0020917,1000.01
2025-02-01,Saturday,15:32:00,0.0,-0.00385264,-0.0072479,999.985
2025-02-01,Saturday,15:34:00,0.0,-0.00259568,-0.0015039,999.99
2025-02-01,Saturday,15:38:00,0.0,-0.00200235,0.00022078,999.992
2025-02-01,Saturday,15:42:00,0.0,0.000847099,0.0024515,1000.0
2025-02-01,Saturday,15:42:00,0.0,-0.00185941,0.00072195,999.993
2025-02-01,Saturday,15:46:00,0.0,0.00381557,0.00025744,1000.01
2025-02-01,Saturday,15:52:00,0.0,-0.00232293,-0.00095785,999.991
2025-02-01,Saturday,15:52:00,0.0,1.84147e-06,0.0041975,1000.0
2025-02-01,Saturday,15:56:00,0.0,-0.00161219,-0.0013261,999.994
2025-02-02,Sunday,08:04:00,0.0,-0.00362052,0.0016391,999.986
2025-02-02,Sunday,08:08:00,0.0,-0.00217125,-0.0037248,999.992
2025-02-02,Sunday,08:14:00,0.0,-0.0013287,0.0028527,999.995
2025-02-02,Sunday,08:14:00,0.0,-0.00164771,-0.0053004,999.994
2025-02-02,Sunday,08:16:00,0.0,0.00168479,0.00039979,1000.01
2025-02-02,Sunday,08:18:00,0.0,-0.00196695,0.0022099,999.992
2025-02-02,Sunday,08:20:00,0.0,0.00223097,0.0016827,1000.01
2025-02-02,Sunday,08:20:00,0.0,-0.00320321,-0.0011874,999.988
2025-02-02,Sunday,08:22:00,0.0,0.000251145,-7.9068e-05,1000.0
2025-02-02,Sunday,08:22:00,0.0,-0.00185771,-0.00030506,999.993
2025-02-02,Sunday,08:30:00,0.0,-1.40003e-05,0.0021524,1000.0
2025-02-02,Sunday,08:32:00,0.0,0.000641626,-0.0061519,1000.0
2025-02-02,Sunday,08:38:00,0.0,0.00307104,0.008084,1000.01
2025-02-02,Sunday,08:38:00,0.0,0.00290817,0.0033626,1000.01
2025-02-02,Sunday,08:40:00,0.0,-0.00120872,0.002341,999.995
2025-02-02,Sunday,08:40:00,0.0,0.0011476,0.0043553,1000.0
2025-02-02,Sunday,08:44:00,0.0,0.000215464,-0.0006825,1000.0
2025-02-02,Sunday,08:50:00,0.0,-0.00161005,-0.00028625,999.994
2025-02-02,Sunday,08:50:00,0.0,0.00498457,0.0030463,1000.02
2025-02-02,Sunday,08:54:00,0.0,0.00134421,0.0012229,1000.01
2025-02-02,Sunday,08:56:00,0.0,0.000585847,0.0013534,1000.0
2025-02-02,Sunday,08:56:00,0.0,0.00179544,-0.001565,1000.01
2025-02-02,Sunday,08:58:00,0.0,0.00297638,-0.0043175,1000.01
2025-02-02,Sunday,08:58:00,0.0,0.00107696,-0.0025575,1000.0
2025-02-02,Sunday,09:00:00,0.0,0.00161461,0.0042461,1000.01
2025-02-02,Sunday,09:04:00,0.0,7.17979e-06,-0.00072766,1000.0
2025-02-02,Sunday,09:08:00,0.0,-0.000714244,0.0038427,999.997
2025-02-02,Sunday,09:08:00,0.0,-0.000131261,-0.0031027,999.999
2025-02-02,Sunday,09:10:00,0.0,0.0019274,0.00055035,1000.01
2025-02-02,Sunday,09:16:00,0.0,0.00195197,0.0039672,1000.01
2025-02-02,Sunday,09:20:00,0.0,-0.00242024,-0.0027336,999.991
2025-02-02,Sunday,09:24:00,0.0,-0.00368964,-1.16e-05,999.986
2025-02-02,Sunday,09:26:00,0.0,-0.0010274,-0.0019523,999.996
2025-02-02,Sunday,09:30:00,0.0,-0.00169405,-0.0041214,999.993
2025-02-02,Sunday,09:32:00,0.0,0.00692797,-0.0035386,1000.03
2025-02-02,Sunday,09:34:00,0.0,0.00182812,-0.0059649,1000.01
2025-02-02,Sunday,09:36:00,0.0,0.000674383,-0.00030062,1000.0
2025-02-02,Sunday,09:48:00,0.0,-0.0015115,2.05e-05,999.994
2025-02-02,Sunday,09:48:00,0.0,-0.00248865,0.00013506,999.99
2025-02-02,Sunday,09:54:00,0.0,-0.000488542,-0.0020409,999.998
2025-02-02,Sunday,09:54:00,0.0,0.00079811,0.00056505,1000.0
2025-02-02,Sunday,09:56:00,0.0,-0.000518849,-0.0078324,999.998
2025-02-02,Sunday,09:58:00,0.0,0.00276757,-0.0013846,1000.01
2025-02-02,Sunday,10:02:00,0.0,-0.000106317,-0.0034998,1000.0
2025-02-02,Sunday,10:04:00,0.0,-0.00332222,-0.0015767,999.987
2025-02-02,Sunday,10:04:00,0.0,0.0043514,0.0016453,1000.02
2025-02-02,Sunday,10:06:00,0.0,-0.000823087,0.0025379,999.997
2025-02-02,Sunday,10:08:00,0.0,-0.00385218,-0.0010879,999.985
2025-02-02,Sunday,10:12:00,0.0,-0.00267711,-0.003476,999.99
2025-02-02,Sunday,10:20:00,0.0,-0.000224692,0.00052972,999.999
2025-02-02,Sunday,10:22:00,0.0,0.00113233,0.0038422,1000.0
2025-02-02,Sunday,10:24:00,0.0,-0.00261572,0.0041277,999.99
2025-02-02,Sunday,10:30:00,0.0,0.000333728,0.0029491,1000.0
2025-02-02,Sunday,10:30:00,0.0,-0.0027325,-0.0027315,999.989
2025-02-02,Sunday,10:34:00,0.0,0.00106614,-0.0016034,1000.0
2025-02-02,Sunday,10:34:00,0.0,0.00393838,-0.002309,1000.02
2025-02-02,Sunday,10:38:00,0.0,-0.000637592,0.00542,999.998
2025-02-02,Sunday,10:38:00,0.0,0.000732898,-0.0013957,1000.0
2025-02-02,Sunday,10:44:00,0.0,0.000805854,0.004097,1000.0
2025-02-02,Sunday,10:48:00,0.0,0.00387137,0.0015128,1000.01
2025-02-02,Sunday,10:48:00,0.0,0.00132505,0.0025168,1000.01
2025-02-02,Sunday,10:50:00,0.0,0.00623126,0.0040676,1000.02
2025-02-02,Sunday,11:00:00,0.0,-0.00124974,-0.0021439,999.995
2025-02-02,Sunday,11:00:00,0.0,-0.00325766,-0.0027816,999.987
2025-02-02,Sunday,11:04:00,0.0,-0.00224701,-0.0015206,999.991
2025-02-02,Sunday,11:04:00,0.0,0.00269878,-0.00030328,1000.01
2025-02-02,Sunday,11:10:00,0.0,0.0034829,-0.0033012,1000.01
2025-02-02,Sunday,11:10:00,0.0,-0.0044223,0.0022941,999.983
2025-02-02,Sunday,11:20:00,0.0,0.000628393,3.5667e-05,1000.0
2025-02-02,Sunday,11:22:00,0.0,0.00382632,-0.0020493,1000.01
2025-02-02,Sunday,11:26:00,0.0,0.000391007,-0.0010945,1000.0
2025-02-02,Sunday,11:32:00,0.0,0.000883824,-0.0030731,1000.0
2025-02-02,Sunday,11:36:00,0.0,0.00448622,4.7689e-05,1000.02
2025-02-02,Sunday,11:36:00,0.0,0.000373152,-0.00093968,1000.0
2025-02-02,Sunday,11:36:00,0.0,-0.000559941,0.0026869,999.998
2025-02-02,Sunday,11:38:00,0.0,-0.00148152,0.0012283,999.994
2025-02-02,Sunday,11:38:00,0.0,0.00362546,0.0047779,1000.01
2025-02-02,Sunday,11:42:00,0.0,-0.000146066,-0.0059484,999.999
2025-02-02,Sunday,11:42:00,0.0,0.00271018,-0.00096453,1000.01
2025-02-02,Sunday,11:44:00,0.0,0.00179067,-0.00080566,1000.01
2025-02-02,Sunday,11:46:00,0.0,-0.00195426,0.0018099,999.992
2025-02-02,Sunday,11:50:00,0.0,0.00268128,-0.0050108,1000.01
2025-02-02,Sunday,11:52:00,0.0,0.00341448,2.0115e-05,1000.01
2025-02-02,Sunday,11:52:00,0.0,-0.00458081,0.0021127,999.982
2025-02-02,Sunday,11:58:00,0.0,-0.0038937,-0.0027045,999.985
2025-02-02,Sunday,11:58:00,0.0,0.00132032,-0.00077605,1000.01
2025-02-02,Sunday,12:08:00,0.0,-0.00340507,-0.0088373,999.987
2025-02-02,Sunday,12:08:00,0.0,-0.00042239,0.002188,999.998
2025-02-02,Sunday,12:18:00,0.0,-0.00106659,-0.0023606,999.996
2025-02-02,Sunday,12:20:00,0.0,0.0013621,0.00090363,1000.01
2025-02-02,Sunday,12:22:00,0.0,0.000252449,0.0014043,1000.0
2025-02-02,Sunday,12:26:00,0.0,-0.0017872,-0.0029907,999.993
2025-02-02,Sunday,12:28:00,0.0,0.00166644,-0.00018158,1000.01
2025-02-02,Sunday,12:32:00,0.0,0.00151355,-0.00018057,1000.01
2025-02-02,Sunday,12:38:00,0.0,0.0011005,-0.0044699,1000.0
2025-02-02,Sunday,12:38:00,0.0,0.00099951,0.0023927,1000.0
2025-02-02,Sunday,12:40:00,0.0,-0.000655706,4.6063e-05,999.997
2025-02-02,Sunday,12:44:00,0.0,0.000648928,0.00040533,1000.0
2025-02-02,Sunday,12:46:00,0.0,-0.000671366,-0.00091074,999.997
2025-02-02,Sunday,12:46:00,0.0,-0.0014625,-0.0029787,999.994
2025-02-02,Sunday,12:50:00,0.0,-0.00404808,-4.0682e-05,999.984
2025-02-02,Sunday,12:52:00,0.0,0.00136531,0.0019754,1000.01
2025-02-02,Sunday,12:54:00,0.0,0.00196619,-0.00065537,1000.01
2025-02-02,Sunday,12:56:00,0.0,0.000963482,-0.0026541,1000.0
2025-02-02,Sunday,12:56:00,0.0,0.00226051,-0.0035278,1000.01
2025-02-02,Sunday,12:58:00,0.0,0.00261204,-0.0016869,1000.01
2025-02-02,Sunday,13:00:00,0.0,0.000187994,0.00035005,1000.0
2025-02-02,Sunday,13:00:00,0.0,0.000706555,0.0081083,1000.0
2025-02-02,Sunday,13:00:00,0.0,0.00306858,-0.00070671,1000.01
2025-02-02,Sunday,13:06:00,0.0,0.000143528,-0.0025606,1000.0
2025-02-02,Sunday,13:08:00,0.0,0.00113024,0.0016742,1000.0
2025-02-02,Sunday,13:08:00,0.0,-0.00436964,-0.0014433,999.983
2025-02-02,Sunday,13:10:00,0.0,-0.00228749,0.0014892,999.991
2025-02-02,Sunday,13:10:00,0.0,0.00206381,-0.005171,1000.01
2025-02-02,Sunday,13:10:00,0.0,0.000969028,0.0017936,1000.0
2025-02-02,Sunday,13:12:00,0.0,-0.00242381,-0.0014729,999.991
2025-02-02,Sunday,13:16:00,0.0,0.000406239,-0.00040359,1000.0
2025-02-02,Sunday,13:18:00,0.0,0.00264522,-0.0012505,1000.01
2025-02-02,Sunday,13:24:00,0.0,0.00101898,-0.0021851,1000.0
2025-02-02,Sunday,13:26:00,0.0,-0.00186879,0.0018611,999.993
2025-02-02,Sunday,13:28:00,0.0,0.00413431,-0.0053797,1000.02
2025-02-02,Sunday,13:30:00,0.0,0.000506845,-0.0010216,1000.0
2025-02-02,Sunday,13:38:00,0.0,-0.00111518,0.0034296,999.996
2025-02-02,Sunday,13:38:00,0.0,0.00560999,-0.0037977,1000.02
2025-02-02,Sunday,13:40:00,0.0,0.00114214,0.0031655,1000.0
2025-02-02,Sunday,13:52:00,0.0,-0.000290501,0.0041195,999.999
2025-02-02,Sunday,13:52:00,0.0,0.00145713,8.6201e-05,1000.01
2025-02-02,Sunday,13:54:00,0.0,0.00246191,0.0028669,1000.01
2025-02-02,Sunday,13:58:00,0.0,0.00500327,-0.0065261,1000.02
2025-02-02,Sunday,14:06:00,0.0,0.000755407,-0.0044744,1000.0
2025-02-02,Sunday,14:08:00,0.0,-0.000192046,-0.00044891,999.999
2025-02-02,Sunday,14:12:00,0.0,-0.00159636,0.0015789,999.994
2025-02-02,Sunday,14:16:00,0.0,-0.00506898,-0.0037512,999.98
2025-02-02,Sunday,14:22:00,0.0,-0.00121503,-0.0045488,999.995
2025-02-02,Sunday,14:22:00,0.0,0.00072495,-0.00056322,1000.0
2025-02-02,Sunday,14:24:00,0.0,0.00232603,-0.0048322,1000.01
2025-02-02,Sunday,14:26:00,0.0,0.00132565,0.0003563,1000.01
2025-02-02,Sunday,14:28:00,0.0,0.0012803,-0.0014727,1000.0
2025-02-02,Sunday,14:36:00,0.0,0.00176583,0.00076978,1000.01
2025-02-02,Sunday,14:42:00,0.0,-0.00222969,-0.00056099,999.991
2025-02-02,Sunday,14:46:00,0.0,0.00473623,0.00014904,1000.02
2025-02-02,Sunday,14:48:00,0.0,-0.00348452,0.001282,999.987
2025-02-02,Sunday,14:48:00,0.0,-0.0023581,0.0035733,999.991
2025-02-02,Sunday,14:50:00,0.0,-0.00174696,0.0066297,999.993
2025-02-02,Sunday,14:50:00,0.0,-0.000573402,-0.00041084,999.998
2025-02-02,Sunday,14:52:00,0.0,0.00318822,0.00095871,1000.01
2025-02-02,Sunday,14:58:00,0.0,-0.000872553,-0.0015094,999.997
2025-02-02,Sunday,15:02:00,0.0,-0.00392358,2.7911e-05,999.985
2025-02-02,Sunday,15:04:00,0.0,0.000570063,0.0044311,1000.0
2025-02-02,Sunday,15:08:00,0.0,-0.0017622,-0.0035665,999.993
2025-02-02,Sunday,15:12:00,0.0,0.000822323,0.0044475,1000.0
2025-02-02,Sunday,15:14:00,0.0,-0.000455458,-0.00027175,999.998
2025-02-02,Sunday,15:18:00,0.0,-0.00380192,0.0035106,999.985
2025-02-02,Sunday,15:22:00,0.0,0.00204871,-0.0011502,1000.01
2025-02-02,Sunday,15:24:00,0.0,-0.00157976,-0.0035362,999.994
2025-02-02,Sunday,15:24:00,0.0,-0.00232296,0.0041057,999.991
2025-02-02,Sunday,15:28:00,0.0,-0.00033292,-0.00023458,999.999
2025-02-02,Sunday,15:28:00,0.0,-0.000238881,-0.0017119,999.999
2025-02-02,Sunday,15:34:00,0.0,0.000262927,0.0067516,1000.0
2025-02-02,Sunday,15:38:00,0.0,-0.00245971,-0.0010831,999.991
2025-02-02,Sunday,15:40:00,0.0,-0.00214664,0.006622,999.992
2025-02-02,Sunday,15:44:00,0.0,0.00167846,-0.0031576,1000.01
2025-02-02,Sunday,15:44:00,0.0,-0.00665505,-0.00013623,999.974
2025-02-02,Sunday,15:50:00,0.0,-0.00113526,0.00039141,999.996
2025-02-02,Sunday,15:52:00,0.0,0.00342729,-0.00023152,1000.01
2025-02-02,Sunday,15:52:00,0.0,-0.00112161,0.0012129,999.996
2025-02-02,Sunday,15:54:00,0.0,-0.000970423,0.00039897,999.996
2025-02-02,Sunday,15:54:00,0.0,0.00144167,-0.0012397,1000.01
2025-02-03,Monday,08:02:00,0.0,-0.00380227,-0.0034873,999.985
2025-02-03,Monday,08:04:00,0.0,0.000848072,0.0015494,1000.0
2025-02-03,Monday,08:06:00,0.0,0.00388386,-0.0015709,1000.01
2025-02-03,Monday,08:08:00,0.0,-0.000448605,0.0015827,999.998
2025-02-03,Monday,08:18:00,0.0,0.00126195,-0.00040412,1000.0
2025-02-03,Monday,08:18:00,0.0,0.00372333,-0.0021863,1000.01
2025-02-03,Monday,08:20:00,0.0,0.000945198,0.0017211,1000.0
2025-02-03,Monday,08:22:00,0.0,0.000873493,-0.0019388,1000.0
2025-02-03,Monday,08:22:00,0.0,-4.69215e-05,0.0050163,1000.0
2025-02-03,Monday,08:24:00,0.0,0.00283517,0.0034886,1000.01
2025-02-03,Monday,08:28:00,0.0,0.00143806,-0.001025,1000.01
2025-02-03,Monday,08:32:00,0.0,0.0055251,-0.0040024,1000.02
2025-02-03,Monday,08:32:00,0.0,0.0010216,0.0031663,1000.0
2025-02-03,Monday,08:40:00,0.0,0.00471137,0.0049776,1000.02
2025-02-03,Monday,08:44:00,0.0,-0.00378926,-0.0027799,999.985
2025-02-03,Monday,08:50:00,0.0,0.00306982,0.0038813,1000.01
